,adjmou,adjqty,adjrev,avg3mou,avg3qty,avg6mou,avg6qty,avgmou,avgqty,avgrev,change_mou,change_rev,eqpdays,months,mou_Mean,mou_cvce_Mean,mou_opkv_Mean,rev_Mean,totcalls,totmou,totrev,churn
36695,10316.0,5976,812.14,758,445,746.0,423.0,644.75,373.5,50.76,152.25,50.57,405.0,17,808.75,293.9766667,331.4533333,82.67,5976,10316.0,846.46,1
26188,30755.0,15058,3353.61,1003,595,1107.0,640.0,1464.52,717.05,159.7,122.75,2.2875,160.0,22,1044.25,219.87,210.4,89.0325,15069,30787.0,3456.83,0
4060,7464.0,3448,645.27,904,434,883.0,414.0,933.0,431.0,80.66,9.0,3.825,282.0,9,907.0,412.61,55.25666667,75.125,3451,7473.0,751.6,1
4098,12943.0,4487,1454.32,1369,402,1015.0,329.0,647.15,224.35,72.72,183.0,7.9925,639.0,22,1430.0,594.07,672.1666667000002,81.1375,4501,13001.0,1509.16,0
27100,22468.0,8879,2911.54,277,127,445.0,188.0,936.17,369.96,121.31,-91.5,-5.2775,396.0,35,246.5,78.55,13.34666667,55.2675,9156,23527.0,2992.03,1
20547,27898.0,10046,1696.26,1490,478,1634.0,470.0,1328.48,478.38,80.77,379.25,73.6425,7.0,23,1616.75,471.36333330000014,660.9166667000002,75.1375,10272,28874.0,1764.93,0
2167,8659.0,2771,1396.53,677,240,608.0,194.0,432.95,138.55,69.83,171.0,79.2375,15.0,21,734.0,298.3733333,114.6333333,130.2425,2771,8659.0,1428.45,1
29904,40920.0,14195,4113.27,1347,434,1461.0,457.0,1203.53,417.5,120.98,103.0,13.2275,170.0,37,1381.0,778.1666667000002,357.86,101.5925,14380,41331.0,4218.33,0
15864,11262.0,3993,1127.28,165,53,696.0,223.0,703.88,249.56,70.46,-58.75,11.9475,384.0,17,145.75,0.0,0.0,38.0425,4029,11334.0,1177.26,0
18082,8196.0,2540,761.33,955,317,1177.0,362.0,1170.86,362.86,108.76,-255.0,-22.7425,235.0,8,870.0,652.7433333,367.41,76.7225,2562,8258.0,841.03,1
17601,13069.0,6942,826.68,1663,852,1512.0,779.0,1306.9,694.2,82.67,279.5,-7.1275,97.0,11,1756.5,602.42,486.01,85.3675,6958,13094.0,934.91,1
39814,37575.0,19107,3592.92,968,445,910.0,423.0,1212.1,616.35,115.9,-50.0,-5.0675,191.0,32,951.0,381.1166667,336.63,42.2575,19266,37941.0,3983.59,0
34527,7535.0,3034,885.93,347,128,511.0,183.0,579.62,233.38,68.15,-38.25,59.1525,240.0,16,334.25,63.89,22.92333333,60.1775,3404,8278.0,938.26,1
2937,8028.0,3421,1126.76,282,120,324.0,140.0,422.53,180.05,59.3,-206.25,0.0,588.0,20,213.25,178.1166667,21.19,49.99,3445,8075.0,1206.74,0
13691,19230.0,6659,1883.28,1131,329,1246.0,362.0,801.25,277.46,78.47,-143.5,0.0,62.0,26,1083.5,222.99,146.5633333,84.99,6760,19526.0,1980.72,0
30942,17863.0,5725,2055.88,751,222,939.0,263.0,776.65,248.91,89.39,127.75,-4.675,231.0,24,793.25,451.48333330000014,115.53,85.905,5760,18106.0,2140.72,1
12089,19531.0,5699,1219.16,2417,607,2467.0,642.0,1953.1,569.9,121.92,-919.75,-103.0275,141.0,12,2110.75,1089.236667,1361.453333,103.0275,5725,19604.0,1304.14,0
9097,13361.0,2049,600.37,561,170,766.0,178.0,1113.42,170.75,50.03,-136.75,-2.8,371.0,13,515.75,0.0,0.0,41.79,2057,13380.0,680.35,1
6789,7271.0,4082,712.97,559,293,741.0,403.0,807.89,453.56,79.22,-315.75,-5.3875,145.0,10,453.75,169.11,47.44666667,55.7675,4115,7320.0,792.95,0
33302,27704.0,8518,2410.33,726,214,1070.0,264.0,1259.27,387.18,109.56,-544.25,-4.2225,368.0,24,544.25,196.4133333,218.5666667,54.2125,8619,27930.0,2489.95,0
12054,8636.0,4773,558.69,564,284,455.0,225.0,616.86,340.93,39.91,389.75,10.7775,194.0,16,694.25,0.0,0.0,36.5925,4917,8870.0,605.14,1
38232,10973.0,4788,839.04,512,187,666.0,226.0,498.77,217.64,38.14,-208.0,-29.795,695.0,23,443.0,301.7033333,212.1533333,23.995,4808,11019.0,882.89,0
36736,10431.0,4734,1123.88,1106,373,867.0,329.0,521.55,236.7,56.19,-225.25,-30.715,190.0,21,1031.25,636.0033333,527.69,123.855,4752,10458.0,1184.99,0
20206,8943.0,2262,1233.92,1620,433,1491.0,377.0,1490.5,377.0,205.65,-94.0,-40.8325,99.0,7,1589.0,675.8266667,576.0833332999998,223.6325,2349,9206.0,1281.03,0
2198,38333.0,17736,2469.25,1952,1032,1936.0,1019.0,1916.65,886.8,123.46,522.0,43.65,344.0,21,2126.0,840.68,665.75,94.77,17770,38394.0,2534.51,0
38742,16229.0,4701,1824.03,507,161,395.0,128.0,559.62,162.1,62.9,64.25,18.555,11.0,40,528.75,429.1166667,198.8733333,72.305,4947,17132.0,1874.03,0
9093,10392.0,1103,566.15,1308,124,1108.0,125.0,1299.0,137.88,70.77,-247.25,7.9325,285.0,9,1225.25,870.1133332999998,994.6866667000003,69.1575,1129,10523.0,646.13,0
22236,6930.0,3247,897.29,705,345,648.0,302.0,630.0,295.18,81.57,115.25,-2.3,339.0,12,743.75,274.76,109.1033333,80.26,3267,6957.0,983.57,0
8328,10628.0,3835,1075.29,1449,506,1366.0,411.0,708.53,255.67,71.69,-120.25,1.2375,223.0,31,1409.25,572.15,459.74,79.7325,3998,10895.0,1128.53,0
26592,18102.0,6363,2339.42,568,175,628.0,212.0,532.41,187.15,68.81,93.0,-0.7425,409.0,36,599.0,353.71,126.85666670000002,62.7225,6427,18228.0,2410.17,1
10130,11273.0,3106,1649.31,1339,220,1042.0,209.0,563.65,155.3,82.47,-95.0,-89.045,102.0,21,1307.0,765.9366667,1094.626667,150.035,3108,11276.0,1681.31,1
11194,7838.0,3194,931.6,858,368,895.0,388.0,783.8,319.4,93.16,-7.25,-1.2075,311.0,11,855.25,394.1866667,112.3333333,87.2275,3209,7874.0,1022.66,1
22353,15342.0,4629,2263.46,616,203,683.0,206.0,613.68,185.16,90.54,434.5,-0.225,787.0,26,760.5,316.2966667,123.8533333,81.455,4634,15360.0,2298.15,0
5180,9734.0,5049,1455.15,1552,852,1196.0,642.0,748.77,388.38,111.93,-892.75,-147.9975,437.0,14,1254.75,318.0733333,388.26,174.6575,5052,9738.0,1515.13,1
30206,12687.0,6840,1989.81,582,358,424.0,259.0,487.96,263.08,76.53,-220.25,-0.2325,56.0,28,508.25,123.93666670000002,99.30333333,55.2125,6874,12733.0,2030.42,0
12886,31682.0,11018,2467.05,1659,800,2234.0,798.0,2437.08,847.54,189.77,73.0,0.495,108.0,14,1683.0,571.35,408.1466667,154.485,11061,31770.0,2578.67,0
19638,32705.03,12380,3738.56,186,59,537.0,134.0,760.58,287.91,86.94,-137.75,-8.425,482.0,45,139.75,33.12666667,32.72,28.415,12583,33242.03,3908.73,1
24626,8106.0,3485,738.43,999,431,903.0,386.0,900.67,387.22,82.05,49.25,55.5125,301.0,10,1015.75,412.95,359.4,131.3175,3508,8151.0,804.4,0
32648,38570.0,17803,3273.4,4699,2288,4272.0,2071.0,4285.56,1978.11,363.71,-322.5,-85.1425,17.0,11,4591.5,1676.693333,1169.9,296.0225,17826,38665.0,3453.38,0
15666,25748.0,5921,2892.94,1580,479,2249.0,582.0,2340.73,538.27,262.99,-1185.0,-107.8925,121.0,12,1185.0,434.68333330000013,406.5466667,112.8925,5938,25835.0,2931.43,1
571,16725.0,6430,1972.54,516,234,586.0,253.0,506.82,194.85,59.77,-84.25,2.7325,228.0,35,488.25,0.0,0.0,59.5575,6494,17016.0,2063.88,0
30621,10096.0,2916,1502.7,325,87,414.0,101.0,336.53,97.2,50.09,126.75,38.58,559.0,32,367.25,193.2466667,71.03666667,47.42,2984,10266.0,1574.41,1
31456,14347.0,6636,2129.27,436,171,383.0,158.0,478.23,221.2,70.98,172.5,35.73,951.0,32,493.5,183.8633333,149.1766667,63.55,6953,15282.0,2275.13,1
32126,8526.0,2656,592.28,1463,413,1421.0,443.0,1421.0,442.67,98.71,441.5,0.8125,217.0,8,1610.5,667.9766667,679.9833332999998,98.9475,2719,8789.0,682.16,0
22766,6551.0,3190,808.53,775,338,729.0,326.0,595.55,290.0,73.5,-20.0,1.8825,283.0,12,768.0,357.73,153.13666669999995,93.4775,3206,6585.0,888.51,0
30089,9339.0,4851,1090.04,582,271,607.0,285.0,583.69,303.19,68.13,80.25,2.1375,370.0,17,608.75,303.27,279.0866667,59.1925,4919,9496.0,1166.08,0
35607,11835.0,4472,1244.67,916,294,747.0,254.0,657.5,248.44,69.15,349.75,60.375,35.0,19,1032.25,539.2433333,266.1,108.625,4482,11851.0,1307.56,1
9445,16801.0,3407,2354.7,468,110,468.0,106.0,454.08,92.08,63.64,80.25,8.945,348.0,39,494.75,96.28666667,240.6466667,65.245,3453,17073.0,2686.85,0
7519,7220.0,3025,641.14,421,188,631.0,272.0,601.67,252.08,53.43,102.75,0.54,383.0,13,455.25,0.0,0.0,41.06,3032,7232.0,701.51,1
17450,23834.0,4308,1485.57,1200,189,1197.0,188.0,1083.36,195.82,67.53,-301.0,-49.105,87.0,23,1100.0,944.83,300.6866667,61.265,4311,23840.0,1580.79,1
30157,20354.0,8858,2844.11,955,435,761.0,341.0,1071.26,466.21,149.69,334.75,-0.245,269.0,20,1066.25,440.19,184.2533333,86.275,9122,21071.0,3019.14,1
23490,14126.0,7500,1403.68,467,276,474.0,288.0,487.1,258.62,48.4,-64.0,-10.2075,929.0,31,446.0,197.75,91.84333333,49.9675,7517,14147.0,1456.91,1
24431,15653.0,4183,2564.44,993,267,879.0,235.0,559.04,149.39,91.59,-327.5,-81.8675,2.0,30,883.5,658.7666667000002,295.2833333000001,149.0575,4238,15833.0,2647.4,0
25075,8692.0,1496,662.51,978,186,1032.0,189.0,1086.5,187.0,82.81,117.75,18.075,264.0,9,1017.25,515.62,640.2533333,81.915,1502,8773.0,737.5,1
23907,10510.0,6270,1357.14,1785,1055,1752.0,1045.0,1751.67,1045.0,226.19,-1338.75,-205.325,206.0,7,1338.75,626.5166667000002,494.66,141.455,6345,10626.0,1457.51,0
13886,8747.0,2802,590.2,501,177,717.0,251.0,874.7,280.2,59.02,944.0,-0.195,208.0,11,816.0,275.5666667,305.2933333000001,40.185,2802,8747.0,671.08,1
20759,19439.0,9852,2632.07,2377,1108,1808.0,854.0,809.96,410.5,109.67,-170.25,-143.5525,60.0,31,2320.25,776.6433333,463.68666669999993,246.0825,9988,19758.0,2688.17,1
35253,9695.0,4316,724.65,827,415,796.0,407.0,1077.22,479.56,80.52,212.75,-7.0925,29.0,10,898.25,283.33,226.23,71.3625,4325,9711.0,812.92,0
32773,8115.0,2675,1028.17,407,92,526.0,150.0,450.83,148.61,57.12,-16.0,0.7425,795.0,27,402.0,125.0,43.70666667,60.2375,2675,8115.0,1212.48,0
12343,23808.0,11695,1161.27,1144,508,1112.0,515.0,881.78,433.15,43.01,-77.75,-37.085,356.0,29,1117.75,449.4166667,255.16,51.705,11866,24142.0,1248.01,1
3299,16103.0,4904,462.37,1515,445,1592.0,441.0,947.24,288.47,27.2,-543.25,-11.575,46.0,21,1334.25,450.15,687.7233332999998,27.515,5004,16328.0,473.36,1
36765,8569.0,3894,735.82,834,444,869.0,440.0,856.9,389.4,73.58,-398.0,-69.72,241.0,11,701.0,250.7133333,271.6266667,47.79,3894,8569.0,796.34,1
10243,52793.4,23808,4508.53,1157,321,992.0,275.0,1055.87,476.16,90.17,-4.5,3.15,506.0,51,1155.5,361.39,203.2566667,90.74,23924,53022.4,4590.73,0
2227,10200.0,1490,531.29,1466,244,1700.0,248.0,1700.0,248.33,88.55,16.5,-6.6,203.0,7,1471.5,838.7833333,805.64,56.59,1491,10202.0,601.9,0
25038,25115.0,14131,2232.94,1141,592,1039.0,575.0,1195.95,672.9,106.33,59.25,-2.0325,312.0,23,1160.75,0.0,0.0,111.3425,14508,25937.0,2440.38,0
32957,47398.0,14140,4618.37,1540,518,1738.0,555.0,1692.79,505.0,164.94,621.25,1.0375,211.0,29,1746.75,976.65,602.2433333,101.0525,14649,48783.0,4893.38,0
22927,9334.0,4977,1402.24,358,186,325.0,165.0,274.53,146.38,41.24,-99.0,0.495,293.0,45,325.0,130.08666670000002,109.4733333,35.485,5024,9397.0,1465.82,0
28180,15064.0,5527,1169.58,1227,452,1008.0,380.0,1158.77,425.15,89.97,331.0,73.3075,105.0,14,1337.0,516.1066666999999,528.5633333000002,108.2825,5542,15094.0,1249.56,1
39542,8799.0,2659,1482.73,1211,295,811.0,229.0,676.85,204.54,114.06,-589.5,-135.6,109.0,14,1014.5,671.89,419.3,192.6,2670,8840.0,1555.96,0
15455,12728.0,4469,1087.71,896,290,805.0,282.0,578.55,203.14,49.44,-105.0,-2.475,661.0,23,861.0,472.67333330000014,277.3333333,59.065,4470,12733.0,1119.71,0
25091,15763.0,7147,2774.67,826,345,803.0,361.0,685.35,310.74,120.64,62.25,-2.7225,738.0,25,846.75,297.2266667,374.2833333,78.1125,7147,15763.0,2826.91,0
35851,7934.0,4197,1125.32,319,162,309.0,163.0,377.81,199.86,53.59,56.0,0.0,137.0,22,338.0,115.6466667,63.08,49.99,4202,7948.0,1125.32,0
10536,8092.0,3043,543.83,1190,386,922.0,335.0,809.2,304.3,54.38,229.5,-7.535,330.0,11,1266.5,886.9066667000002,737.26,72.015,3048,8101.0,608.81,1
16886,18408.0,3007,947.51,3027,549,2610.0,421.0,1840.8,300.7,94.75,-815.25,-33.25,107.0,11,2755.25,1576.093333,1477.146667,111.21,3083,18609.0,995.69,1
38574,8983.0,2619,1721.95,937,285,898.0,273.0,898.3,261.9,172.2,-23.5,-88.315,333.0,11,929.5,357.7933333000001,371.2633333,148.285,2619,8983.0,1785.93,0
7050,10307.0,5229,884.26,444,340,549.0,342.0,468.5,237.68,40.19,26.5,7.5,720.0,24,452.5,107.01,151.5766667,37.48,5382,10597.0,948.39,1
14463,8255.0,4002,781.53,423,186,250.0,112.0,550.33,266.8,52.1,44.0,43.57,519.0,17,438.0,97.48333333,66.77,70.84,4329,8972.0,942.22,1
2945,13664.0,5021,1687.48,792,281,936.0,332.0,759.11,278.94,93.75,216.25,9.675,554.0,19,863.75,314.9566667,248.3766667,54.385,5029,13678.0,1747.46,1
30532,9047.0,2898,2417.34,393,104,405.0,104.0,335.07,107.33,89.53,-27.75,-2.6975,838.0,28,383.75,156.3133333,49.58,69.1875,2898,9047.0,2449.33,0
3656,13644.0,5337,1674.07,183,60,248.0,89.0,718.11,280.89,88.11,-130.5,-3.4775,507.0,21,139.5,173.77333330000005,119.19,36.7175,5530,14057.0,1811.68,1
26246,18546.0,4189,1710.57,748,190,756.0,182.0,843.0,190.41,77.75,70.75,-1.03,682.0,23,771.25,379.89,289.76,53.29,4193,18560.0,1762.24,0
32165,19435.0,6609,2343.39,864,275,996.0,303.0,670.17,227.9,80.81,-636.75,-14.7825,510.0,31,651.75,304.7066667,166.25,64.7725,6630,19482.0,2404.09,1
29281,7969.0,2620,907.3,843,238,824.0,269.0,613.0,201.54,69.79,-129.0,-12.8,412.0,14,800.0,0.0,0.0,74.59,2624,7976.0,972.28,1
4920,8594.0,3530,1612.91,245,124,262.0,110.0,330.54,135.77,62.04,-86.75,4.15,213.0,27,215.75,160.49,79.68333333,77.04,3582,8696.0,1766.23,0
23046,24165.0,7810,2307.26,1014,334,1274.0,378.0,1271.84,411.05,121.43,-219.25,-32.7975,360.0,20,941.25,326.1166667,219.31,91.8875,7835,24204.0,2401.51,1
18851,8391.0,2787,529.99,510,200,580.0,227.0,645.46,214.38,40.77,-73.0,6.06,405.0,14,486.0,142.39333330000005,206.9766667,38.31,2787,8391.0,593.97,1
20020,32424.0,15373,1623.53,1330,590,1202.0,520.0,1080.8,512.43,54.12,85.0,-0.3975,279.0,50,1358.0,0.0,0.0,10.3975,15885,33348.0,1740.53,0
26532,8655.0,2985,659.92,506,160,697.0,204.0,786.82,271.36,59.99,110.75,0.9525,367.0,12,543.25,151.37,157.73,55.4375,2999,8681.0,689.9,1
38335,7280.0,3766,845.3,598,272,616.0,303.0,560.0,289.69,65.02,-48.5,-12.065,298.0,15,581.5,246.1566667,231.85,56.025,3983,7771.0,941.94,0
2335,8368.0,2390,1133.44,932,253,800.0,222.0,697.33,199.17,94.45,-174.5,-9.8575,373.0,13,873.5,515.4466666999998,301.4133333000001,106.7975,2391,8378.0,1199.05,1
30760,36274.0,11226,3493.21,1522,369,1487.0,384.0,1099.21,340.18,105.85,-109.25,-1.8875,317.0,37,1485.25,756.2933333,608.8833333,89.9475,11325,36450.0,3558.38,0
22357,20117.0,7005,2078.75,1465,332,1421.0,340.0,773.73,269.42,79.95,-277.75,-5.9525,825.0,28,1372.75,901.7633333,1020.033333,67.5425,7127,20329.0,2118.75,1
22424,18296.0,4336,2620.13,0,0,0.0,0.0,522.74,123.89,74.86,0.0,0.0,231.0,40,0.0,0.0,0.0,5.0,4352,18329.0,2698.9,1
36493,11374.0,2912,975.7,941,227,802.0,218.0,874.92,224.0,75.05,-2.5,-20.16,403.0,14,940.5,348.2933333000001,359.1033333000001,97.75,2926,11414.0,1080.68,0
1570,37029.0,15780,4643.13,317,133,689.0,292.0,1122.09,478.18,140.7,-237.5,-1.2425,289.0,34,237.5,132.50333329999998,96.71,104.4825,15902,37350.0,4779.67,1
13473,18654.0,9253,1798.17,975,490,1023.0,522.0,1036.33,514.06,99.9,-243.75,17.1,383.0,19,893.75,345.0333333000001,208.54,102.09,9267,18697.0,1853.12,1
8321,18416.0,5541,2362.54,394,105,386.0,105.0,375.84,113.08,48.22,-136.5,-3.0,314.0,50,348.5,215.26,88.71666667,62.99,5653,18703.0,2436.41,1
9384,13757.0,4404,1603.85,1866,659,1669.0,525.0,1528.56,489.33,178.21,178.0,-146.3525,22.0,11,1925.0,830.6466667000002,794.4733332999998,249.4425,4850,15117.0,1836.64,0
23104,7303.0,3230,1882.14,403,179,409.0,174.0,270.48,119.63,69.71,-48.75,2.725,857.0,29,386.75,241.3733333,66.79666667,76.255,3234,7310.0,2091.78,0
18212,9113.0,5107,762.17,649,321,531.0,286.0,536.06,300.41,44.83,38.25,19.59,236.0,18,661.75,234.29,162.35666669999995,60.95,5270,9393.0,816.67,0
33201,10639.0,5953,1067.07,756,304,743.0,299.0,394.04,220.48,39.52,-29.5,-0.2925,141.0,29,746.5,428.87333330000007,277.3966667,50.2825,6040,10787.0,1135.8,0
19560,12455.0,2218,513.57,1274,269,1128.0,230.0,1245.5,221.8,51.36,-655.75,-1.89,224.0,12,1055.75,947.1966667000003,847.3966667000002,41.88,2428,13959.0,666.18,1
1223,10686.0,3270,872.55,533,168,600.0,194.0,712.4,218.0,58.17,64.0,0.495,89.0,16,554.0,226.8233333,123.3666667,40.725,3273,10692.0,955.78,0
23773,11179.0,2789,725.87,1832,372,1440.0,349.0,1242.11,309.89,80.65,172.25,-32.105,215.0,10,1889.75,1055.02,1238.4,88.075,2825,11239.0,791.48,0
19505,12322.0,3601,1141.0,867,247,663.0,188.0,586.76,171.48,54.33,-536.25,-9.19,990.0,33,688.25,295.38,279.22,59.18,3603,12324.0,1171.97,0
1028,15759.0,7659,716.22,1451,437,1232.0,422.0,984.94,478.69,44.76,-119.75,-14.735,492.0,18,1410.75,617.8,808.1733333,49.725,8121,16587.0,802.23,0
2871,15763.0,4507,1942.49,218,71,657.0,161.0,927.24,265.12,114.26,-160.5,-16.915,262.0,20,164.5,11.41666667,3.53,26.915,4507,15763.0,1994.1,1
28906,15615.0,6488,1774.45,1689,845,1682.0,751.0,1561.5,648.8,177.45,-528.25,-78.155,351.0,12,1513.25,471.06666669999987,556.3033333,161.775,6519,15753.0,1857.94,1
21765,13453.0,3772,1436.51,389,190,434.0,187.0,708.05,198.53,75.61,141.0,16.825,584.0,20,436.0,232.24,113.3866667,45.665,3785,13493.0,1767.47,0
4945,8478.0,2507,1481.44,1346,399,1413.0,418.0,1413.0,417.83,246.91,181.25,-27.95,138.0,7,1406.75,525.54,263.7733333,222.07,2510,8484.0,1542.07,0
8752,7393.0,4024,988.59,402,203,372.0,192.0,389.11,211.79,52.03,53.75,-7.37,64.0,20,420.25,161.85666669999995,116.37,51.36,4024,7393.0,1118.56,0
2826,10168.0,5058,1614.6,366,211,562.0,274.0,535.16,266.21,84.98,72.25,3.285,78.0,20,389.75,91.64666667,73.32,46.705,5096,10235.0,1694.58,0
7926,13927.0,5395,1619.09,779,308,625.0,268.0,773.72,299.72,89.95,379.75,106.29,121.0,19,905.25,474.03,327.1633333000001,99.1,5403,13954.0,1651.08,1
31074,13103.0,7453,1239.88,542,257,603.0,285.0,436.77,248.43,41.33,-4.5,-3.85,63.0,32,540.5,94.23666667,113.65,14.24,7578,13286.0,1332.1,1
11146,8623.0,3812,948.9,387,174,385.0,169.0,479.06,211.78,52.72,8.0,8.115,571.0,19,390.0,146.5566667,86.2,54.925,3818,8629.0,1005.7,0
25307,13854.0,6305,1447.39,1341,464,1086.0,407.0,692.7,315.25,72.37,70.0,-20.155,632.0,21,1364.0,480.84,420.87333330000007,127.445,6308,13862.0,1478.39,0
36248,13218.0,5546,1709.71,1408,542,1617.0,688.0,1468.67,616.22,189.97,-727.25,-134.3825,286.0,11,1165.25,334.3166667,280.6533333,92.4725,5574,13271.0,1745.33,0
5808,11066.0,4884,944.04,881,405,892.0,414.0,922.17,407.0,78.67,-344.25,-61.9225,373.0,13,766.25,261.9566667,204.8166667,70.7125,4891,11079.0,1009.65,1
32637,7873.0,2336,617.1,1024,255,862.0,253.0,984.13,292.0,77.14,556.0,22.3775,287.0,10,1209.0,589.3033333,238.7666667,86.3625,2552,8689.0,748.61,1
35416,13321.0,4054,1161.34,1026,316,1095.0,337.0,1211.0,368.55,105.58,150.0,25.7925,41.0,12,1076.0,542.1833333,110.0233333,87.4675,4060,13342.0,1267.67,0
25179,18098.0,5143,1820.13,1399,443,1544.0,396.0,723.92,205.72,72.81,306.75,2.2275,4.0,36,1501.25,574.5766667,565.1333333,52.7225,5215,18244.0,1850.13,0
8671,15168.0,6914,1130.58,1329,630,1409.0,668.0,1166.77,531.85,86.97,327.0,11.7325,57.0,15,1438.0,250.1733333,232.13,73.8275,6924,15185.0,1213.81,0
26597,10746.0,2733,730.25,1170,299,1099.0,301.0,1074.6,273.3,73.03,-109.0,-45.835,256.0,11,1134.0,367.01,548.6233333,85.465,2733,10746.0,795.86,1
10475,9441.0,2866,605.24,1127,331,1147.0,359.0,1049.0,318.44,67.25,73.75,-26.1725,80.0,11,1151.25,509.56,520.4966667,76.1625,2912,9536.0,752.95,1
11706,10419.0,2992,638.64,1057,384,1097.0,354.0,947.18,272.0,58.06,155.25,-40.5825,354.0,12,1108.75,0.0,0.0,46.4625,2997,10434.0,718.62,1
17660,13393.0,2891,1286.52,1438,163,1043.0,137.0,637.76,137.67,61.26,-278.0,-10.675,98.0,24,1345.0,728.94,938.6966667000003,64.905,3032,13902.0,1435.19,0
16515,7150.0,4207,908.22,372,216,400.0,231.0,357.5,210.35,45.41,-28.0,-12.555,467.0,21,363.0,129.42666670000003,48.08,46.695,4229,7201.0,943.44,0
33425,7932.0,3072,874.56,648,271,771.0,302.0,721.09,279.27,79.51,-193.0,-21.675,356.0,12,584.0,309.5333333000001,199.4466667,56.665,3267,8443.0,929.47,0
3444,8257.0,5316,944.76,362,223,319.0,196.0,359.0,231.13,41.08,38.0,-5.095,435.0,25,375.0,113.0133333,84.81333333,34.925,5395,8360.0,1017.58,0
34365,15930.0,5572,1645.81,1740,605,1030.0,349.0,885.0,309.56,91.43,418.0,-26.3325,68.0,20,1879.0,581.98,553.1933333,121.4225,5721,16288.0,1714.82,1
24111,7511.0,2651,656.26,741,247,858.0,280.0,625.92,220.92,54.69,-168.0,-11.9725,398.0,14,685.0,203.9933333,193.4466667,55.7625,2654,7514.0,716.24,1
3753,18742.0,10209,1135.29,2168,1138,1872.0,1009.0,1703.82,928.09,103.21,-194.25,-37.03,12.0,12,2103.25,495.76333330000006,614.32,142.25,10308,18902.0,1244.52,0
35495,14335.0,5164,778.78,1228,466,1440.0,510.0,1303.18,469.45,70.8,-100.5,-12.155,389.0,13,1194.5,470.7,483.44666669999987,62.545,5517,15164.0,909.14,0
8242,21155.0,4333,3326.17,633,90,507.0,113.0,846.2,173.32,133.05,-339.5,-39.425,814.0,34,519.5,345.2366667,170.25,78.655,4458,21549.0,3380.66,1
20133,12358.0,8646,1245.44,390,193,350.0,169.0,426.14,298.14,42.95,189.5,-5.225,310.0,31,453.5,205.7766667,102.8266667,53.735,8739,12497.0,1304.13,0
37875,10572.0,4112,2096.14,543,198,717.0,265.0,528.6,205.6,104.81,-316.75,-57.6625,306.0,21,437.75,0.0,0.0,96.6125,4112,10572.0,2318.12,1
35943,12794.0,4079,836.24,986,333,1160.0,381.0,913.86,291.36,59.73,-171.5,-1.74,349.0,15,928.5,375.34,479.68333330000013,51.73,4079,12794.0,916.22,1
6920,9539.0,3466,1315.39,637,213,675.0,223.0,476.95,173.3,65.77,-246.25,-27.0275,622.0,21,555.25,262.2866667,155.57,77.0175,3474,9559.0,1353.75,1
23098,9812.0,6839,1453.92,95,64,238.0,161.0,350.43,244.25,51.93,100.75,0.2925,64.0,30,128.25,37.36333333,31.02666667,35.0875,7074,10189.0,1522.75,0
293,10196.0,4227,1592.37,1004,409,983.0,393.0,728.29,301.93,113.74,-306.0,-87.25,443.0,15,902.0,533.9366666999998,288.6,144.21,4227,10196.0,1652.35,0
249,13784.0,4527,1750.47,253,70,464.0,141.0,725.47,238.26,92.13,210.0,0.0125,290.0,20,323.0,78.65333333,93.12333333,95.9675,4531,13792.0,1858.05,1
36546,13821.0,3673,1390.8,972,227,920.0,223.0,552.84,146.92,55.63,-7.75,0.0,812.0,27,969.75,485.83,590.8066667,49.99,3685,13838.0,1514.21,1
29836,33054.0,11425,2933.18,1798,569,1511.0,515.0,1224.22,423.15,108.64,-379.25,-12.63,457.0,29,1671.25,466.29,291.8466667,123.42,11509,33251.0,2981.49,1
30721,24872.0,7003,2582.95,1595,356,1614.0,371.0,888.29,250.11,92.25,590.5,101.79,880.0,29,1791.5,612.97,725.65,129.77,7116,25095.0,2646.8,0
30867,8590.0,3564,1104.94,1671,609,941.0,342.0,859.0,356.4,110.49,-825.75,-134.96,111.0,11,1395.75,623.27,626.2166667,196.54,3572,8608.0,1190.82,0
10952,27075.0,12396,1861.23,2011,836,1484.0,604.0,1230.68,563.45,84.6,-543.5,-83.07,166.0,24,1829.5,978.2433333,641.8166667,88.67,12762,27645.0,1947.77,1
4681,60898.0,20604,7892.3,2212,705,2408.0,800.0,3205.16,1084.42,415.38,896.25,-0.055,375.0,21,2510.75,708.2966667000002,717.7333332999998,175.285,20625,60980.0,8007.95,0
25149,12384.0,5283,1188.44,30,12,736.0,338.0,1238.4,528.3,118.84,-7.0,-0.3075,314.0,11,28.0,5.316666667,12.13333333,50.9875,5439,12647.0,1215.0,1
1296,11801.0,5822,2059.62,202,82,195.0,63.0,590.05,291.1,102.98,-64.5,-2.0975,29.0,22,180.5,54.18666667,44.84333333,52.0975,6029,12164.0,2306.58,1
16265,12038.0,2581,618.96,822,153,954.0,185.0,926.0,198.54,47.61,412.25,41.61,438.0,14,959.75,560.51,500.19333330000006,50.11,2591,12098.0,678.94,0
5167,14674.0,5001,850.53,1147,395,1199.0,440.0,1128.77,384.69,65.43,-106.5,-21.53,423.0,14,1111.5,0.0,0.0,75.52,5004,14677.0,930.51,1
24912,15992.0,6141,2125.61,322,100,329.0,109.0,571.14,219.32,75.91,81.75,-0.2475,904.0,30,349.25,189.8733333,68.96333333,50.2375,6228,16245.0,2224.84,0
